INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid1','ef2d4b28fe249a520a391fb0fc39f31dd4c94fdddb306eb8002c41f4568574db','Michael Chan','custid1@gmail.com','94919875', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid2','43aadffed5855483da6a1f6009f8bc30cd9001bf5ceed62dcab0e56457654447','Peter Chung','custid2@gmail.com','92802033', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid3','b23667b6271c5fe48b3a96300005b6b9e2cada27b4457c6d2c79e028774bfcba','Alice Lai','custid3@gmail.com','92515458', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid4','b6daf4df12c50f6c5c1e6d2f8dac7a6c18d65012a9bb686386526ed3fc8b3740','Peter Tang','custid4@gmail.com','97342797', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid5','9a95bb4615de2e29c48697588de01e50c2a5d11b4824291aaeca6b85ae206330','Billy Yuen','custid5@gmail.com','94407285', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid6','b9a6db2967c85b0e179411c5fa186e195c657dc413951e6052a124c788727e72','Franky Tang','custid6@gmail.com','97190293', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid7','e2fc90153a5a62ac232bd440f5b0d8a4b219873b4122b326255c5be49ff3a25a','Ada Chan','custid7@gmail.com','96921687', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid8','f81a2d8ac60ec5845ca6a2374d6846e68d339c7df125a41c129bceb8bb611796','Ivan Tang','custid8@gmail.com','94825652', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid9','60d5c84ea7134fcbbc512d8ed64f7b852f1d539b4c7d88d4b67bce1134304ebb','Alice Chung','custid9@gmail.com','96903313', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid10','698efc46bcb145d33acdf387d55c2975a4cffa3e9dec0043c8ebc47a438fa38b','Ken Yuen','custid10@gmail.com','95401437', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid11','ff3776d4bf517c915afd1e673be69f8e7f9aaf10b182d9b4ee703b42eedd4f08','Richard Yuen','custid11@gmail.com','94947771', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid12','05c8c35c29480581cc4fdb7ecdd08819adaafef1d4f0f8ed305ac2a04be67da3','Bill Lai','custid12@gmail.com','96865434', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid13','493da5da213450ef2457db3b9e3611ad97f8ac99f8ecdc47046a852461137e32','Billy Lee','custid13@gmail.com','92708913', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid14','cd977f02952ad533006f4a5115aaee24e7b9a5c6b6d08c5f425bdaf7fae715e6','Bill Chung','custid14@gmail.com','97455543', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid15','ebef0dbcf71e857a2715b93e27ad70cfa7ce5589551c7640835755c70bd5b527','Susan Yuen','custid15@gmail.com','96064407', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid16','b9e82401f363f15383a1a80e56fa36213c23d3a45e06cae77c1f01002de03865','John Lee','custid16@gmail.com','94474997', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid17','f08b8454d1153105ec722e2395d0068413efe0db7e5af6bd8cb4740ba66d6c7e','Ivan Yuen','custid17@gmail.com','95051365', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid18','c3ddc7d48280fa750eb0c9364492aaca88cd5e058a9fdfd74fc97bd842681777','Ken Ho','custid18@gmail.com','95283233', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid19','1d345cfd6d02a897d3727334aafe9e478f6e4a674d2ccb40d0d2f5e329d71c84','Ivan Chan','custid19@gmail.com','93303231', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid20','11f127d0e8c2fc03f26ed71c78e2bc7aecbdd86421a1a4997f51e7050cbcb39f','Ada Chung','custid20@gmail.com','96554203', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid21','3838e1a381dae548da456c98598ebc47e3002c5c079b83f38d1d6a6aca9af7a8','Billy Yuen','custid21@gmail.com','95294943', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid22','1cf6dc30200e1422487ec1c17c4b7ed8629ac1c18a7db3bb8ad6fd2e19c1bd8e','Ivan Yuen','custid22@gmail.com','94486812', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid23','673fefe7766d4f0105f4bc5f11a7ee97ce62e8991d56716fd2197d0a58415072','Frank Yuen','custid23@gmail.com','93440059', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid24','e0b9311459e30cc34072b4eea02368a3c29a5239d4f665c29ed5deff20a607aa','Thomas Chung','custid24@gmail.com','92642870', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid25','96cd04e71a23c83936aa1041c4cc0ef4a3804b548ce4c7b150ada21375f3ef8c','Franky Tang','custid25@gmail.com','94728967', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid26','d6c6edd3f6c3048e5908fb4c5502dae0d6e8a15bae1376335e0ca09f07477ec0','Michael Chung','custid26@gmail.com','93002964', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid27','328f4d0df2fe09845a24b18d86013f935ad58d70e7d227e2da022f687440b65c','Thomas Wong','custid27@gmail.com','96594951', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid28','30278eb9b3890e4df13b05ed28dac3a70c5ae017189bb37c7d81625d2a3e1e21','Thomas Tang','custid28@gmail.com','93818686', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid29','dee4e73a11feb91c07ae5c70088196ba10ee9b68f738bbc5c1ad8639ca7a8e63','Susan Lai','custid29@gmail.com','94060805', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid30','b9545fa8e847f99487c82f9f80e7d34e57bb64f5990be8f84cdd0981b00bd45d','Thomas Lai','custid30@gmail.com','97449550', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid31','01feb6f3ec338e0239e077641548b8e1c624bb00a543f0582ef0400a7d3f5fbe','Franky Chung','custid31@gmail.com','94469614', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid32','bc0c81b488e6715428f570db97d9ebc380b2f8cb9dc45987f36b773b5c49ce4e','Ada Chan','custid32@gmail.com','97085334', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid33','f90eeb5220816a21aa9201f4bb4c3d426cf466f1905c821837ad5ec97ee81f7f','Thomas Lee','custid33@gmail.com','95469127', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid34','fb58532d9f0891198cbc52051e671431e24d613d8cf15a27c3c9984eeba13d2c','Billy Yuen','custid34@gmail.com','94038333', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid35','2135e0619922e92e1d6c005550a50b78ece186043943f0407cb0d53ba81d40a7','Ada Lai','custid35@gmail.com','92744884', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid36','b0792591ff72b7380188dd3e6bf96c35f5cb3fd0b6978d968a24d338eb4e8b30','Frank Ho','custid36@gmail.com','93464449', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid37','9c99b216a97b637c6b92454cec31a8b1eced764c322ad35b17280003b9093ea4','Thomas Chan','custid37@gmail.com','94131604', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid38','ab23ad5dddf674a36369e6f81aa8a8538f8765b9dd5a285e9766086b3a8ae53e','Peter Chung','custid38@gmail.com','92974682', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid39','6a306a03152dd82c0be31f7642a19245014206edbc200179461b2613057f3bf3','Susan Wong','custid39@gmail.com','94868518', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid40','f92a8b0de9e080d3d8b9f453d250b8ff4cefe17eadc839b27a0574ef118b4003','Alice Chan','custid40@gmail.com','92960515', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid41','ac3c660faaf72965899be1bd04057f1e340b65549d28c51179a36fe1daacdb1d','Frank Ho','custid41@gmail.com','95117806', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid42','d3cd2b6071f38748ce5c193165aebc2f9032462e3dc5cd7c532116a31cec8f88','Ada Chan','custid42@gmail.com','93225971', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid43','159bd2b2ca701410e511644b7d6998e4b3f979a04a6a52a9599516a836e7f97a','May Ho','custid43@gmail.com','93892459', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid44','926faf6fc3221f378238453cd293c37b9b3cc71978fc72eecb56d4797a1e40ed','Richard Tang','custid44@gmail.com','97278305', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid45','1e6affaeae8d98b9250fdff4526235ad704e5d7da6eee8b9078a0e82ff83cd9c','Ivan Wong','custid45@gmail.com','95074870', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid46','9c35b86f5cc1cb259c094596e3add21b7f4e34606134092e491ef3546cd7c5d8','Alice Yuen','custid46@gmail.com','96515781', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid47','293f792f3600714eec87615f294ad093afb146bb7724e240f614b4d88f8efa77','Billy Tang','custid47@gmail.com','95958706', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid48','f27411d2951879265d3068596d3c767dfb2d74465a69d69bf679e47f26fa3b26','Frank Tang','custid48@gmail.com','97197012', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid49','426042900ec5540ec5ca667b24920eceba03f1c36e82f1ec301ff45e7984f8ab','Ken Yuen','custid49@gmail.com','95901690', 1);
INSERT INTO customer (username, password, fullname, email, tel, activate) VALUES ('custid50','5d6a4c3af44604b0a80d4e40ad3cb4dab66991c46ec5d6dcbd2c98ead27fb56e','Peter Lee','custid50@gmail.com','93894879', 1);
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('27','6','2014-9-10 20:30','1','',b'0',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('42','44','2014-7-16 13:00','8','',b'0',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('27','45','2014-8-13 19:00','2','',b'1',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('17','65','2014-10-17 11:30','5','',b'1',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('23','53','2014-7-20 20:30','8','Smoking',b'0',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('2','82','2014-8-13 12:30','7','',b'1',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('13','70','2014-10-6 19:45','10','Smoking',b'0',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('9','29','2014-10-13 11:30','4','',b'0',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('36','44','2014-6-22 13:30','3','',b'1',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('29','89','2014-9-15 21:00','5','',b'0',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('40','71','2014-8-13 13:30','6','',b'1',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('26','40','2014-9-18 18:45','2','',b'0',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('6','4','2014-7-13 19:00','9','',b'0',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('43','16','2014-9-18 20:30','4','Window seat',b'1',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('44','6','2014-10-1 13:00','8','',b'0',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('30','2','2014-6-21 18:30','8','Smoking',b'0',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('19','61','2014-8-17 11:30','4','',b'1',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('16','63','2014-9-16 12:30','3','Quiet',b'1',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('0','45','2014-10-9 20:30','4','Window seat',b'0',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('4','91','2014-7-5 13:00','9','',b'0',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('33','18','2014-9-4 20:30','5','Quiet',b'0',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('21','39','2014-9-4 11:30','10','',b'0',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('10','74','2014-6-6 19:45','5','',b'0',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('0','42','2014-9-12 12:30','3','',b'0',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('45','69','2014-9-9 20:30','6','',b'1',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('28','92','2014-7-13 19:45','1','Window seat',b'1',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('44','93','2014-6-16 18:30','5','',b'1',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('3','35','2014-6-7 12:30','1','Smoking',b'0',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('31','92','2014-7-6 11:30','3','Smoking',b'0',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('38','59','2014-6-12 21:00','6','Smoking',b'0',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('33','55','2014-6-1 20:30','2','',b'0',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('23','29','2014-9-9 19:45','9','Window seat',b'0',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('36','47','2014-7-3 13:30','5','Quiet',b'0',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('24','85','2014-6-12 18:45','7','',b'1',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('30','96','2014-7-19 18:30','5','',b'1',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('50','68','2014-7-22 13:00','5','Quiet',b'0',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('40','47','2014-6-24 20:30','2','',b'0',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('1','62','2014-8-9 12:30','2','Quiet',b'0',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('13','61','2014-8-17 18:30','1','',b'0',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('42','55','2014-6-8 13:30','8','',b'0',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('2','56','2014-6-8 20:30','8','Window seat',b'1',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('2','43','2014-6-22 20:30','5','',b'0',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('23','82','2014-8-15 21:00','2','',b'0',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('5','67','2014-9-8 21:00','10','Window seat',b'0',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('32','32','2014-6-19 13:00','3','Window seat',b'0',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('22','49','2014-7-11 18:30','5','Smoking',b'0',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('15','42','2014-10-25 12:30','3','',b'0',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('20','43','2014-10-10 19:45','4','Quiet',b'1',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('24','40','2014-8-11 20:30','9','',b'0',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('37','81','2014-8-17 11:30','8','Smoking',b'0',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('37','33','2014-10-7 19:45','4','',b'1',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('21','80','2014-10-23 19:45','1','',b'1',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('2','11','2014-10-21 11:30','7','',b'1',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('37','68','2014-8-5 18:30','10','Window seat',b'0',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('42','60','2014-6-2 20:30','4','Quiet',b'1',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('14','100','2014-8-9 20:30','2','Window seat',b'1',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('47','15','2014-10-12 19:00','1','Quiet',b'0',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('26','68','2014-8-12 18:30','1','',b'1',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('46','91','2014-9-13 19:00','3','Quiet',b'0',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('30','30','2014-10-15 19:00','5','Window seat',b'0',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('16','44','2014-6-11 21:00','3','',b'0',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('49','88','2014-8-13 11:30','5','',b'0',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('0','65','2014-10-19 21:00','7','',b'1',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('37','79','2014-6-8 12:30','2','Smoking',b'1',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('33','64','2014-10-10 20:30','7','Smoking',b'0',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('17','28','2014-7-7 13:00','1','Quiet',b'1',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('12','16','2014-6-25 19:45','8','Window seat',b'0',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('44','80','2014-9-8 13:30','9','',b'0',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('1','73','2014-6-24 11:30','5','Window seat',b'1',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('10','3','2014-7-22 19:45','10','',b'1',b'00');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('48','47','2014-8-19 19:45','3','Smoking',b'0',b'01');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('20','50','2014-6-1 18:30','10','Smoking',b'1',b'10');
INSERT INTO resv (cust_id, rest_id, timeslot, person, special_request, receive_email, response) VALUES ('39','90','2014-8-22 13:00','4','Window seat',b'1',b'00');
